"time","total_cows","lat_range","lon_range","dispersion_distance_km","herd_status"
"2021-04-08T19:11:52Z","3","0.010498207","0.001403830","1.1733316279708295","Spread Out"
"2021-04-07T20:23:55Z","3","0.001693752","0.000610361","0.19524049220815373","Spread Out"
"2021-04-03T18:59:39Z","3","0.001525903","0.001480125","0.21062206540122316","Spread Out"
"2021-03-30T14:39:46Z","3","0.000274663","0.000152590","0.033140108215130026","Bunched Up"
"2021-03-28T08:23:39Z","3","0.011505303","0.012405585","1.6524577887707095","Spread Out"
"2021-03-28T02:19:11Z","3","0.002899215","0.002838178","0.4014800754556698","Spread Out"
"2021-03-27T11:42:45Z","3","0.003448539","0.016540779","1.446403796824445","Spread Out"
"2021-03-26T06:01:41Z","3","0.002288854","0.004135195","0.4316633319293442","Spread Out"
"2021-03-25T15:58:26Z","3","0.003006027","0.006271458","0.6255494893240044","Spread Out"
"2021-03-25T13:04:33Z","3","0.010467689","0.001815824","1.1739776509296564","Spread Out"
"2021-03-25T09:30:55Z","3","0.003631647","0.002731365","0.4648619899237418","Spread Out"
"2021-03-25T03:33:15Z","3","0.007202258","0.000549325","0.8021925428763955","Spread Out"
"2021-03-24T04:58:57Z","3","0.009750515","0.010421911","1.3955461110764635","Spread Out"
"2021-03-23T17:53:33Z","3","0.001052873","0.000167850","0.11792633550368786","Spread Out"
"2021-03-22T23:12:41Z","3","0.010620279","0.001434348","1.1870961971465919","Spread Out"
"2021-03-22T10:22:57Z","3","0.011734188","0.005889982","1.3960765545982865","Spread Out"
"2021-03-22T04:43:46Z","3","0.002014191","0.000915542","0.2368935361193969","Spread Out"
"2021-03-20T19:30:33Z","3","0.001709011","0.001373312","0.2225285318014504","Spread Out"
"2021-03-17T16:29:01Z","3","0.008957046","0.004150454","1.0556648371107995","Spread Out"
"2021-03-15T21:28:09Z","3","0.000473030","0.000167849","0.05446897514051806","Bunched Up"
"2021-03-15T18:50:39Z","3","0.001174945","0.001724269","0.195456366290693","Spread Out"
"2021-03-14T02:12:44Z","3","0.008072022","0.007553216","1.1005083118708479","Spread Out"
"2021-03-13T18:32:29Z","3","0.003707943","0.003784238","0.5213380380124749","Spread Out"
"2021-03-12T21:06:35Z","3","0.000885023","0.000823988","0.12046131396749277","Spread Out"
"2021-03-12T01:19:12Z","3","0.009887847","0.007934691","1.2869980061815587","Spread Out"
"2021-03-10T23:15:25Z","3","0.007309071","0.001922637","0.8287379332123005","Spread Out"
"2021-03-10T03:25:33Z","3","0.001052872","0.000900282","0.13952719512839148","Spread Out"
"2021-03-09T22:19:43Z","3","0.005386435","0.001449607","0.6112860689446956","Spread Out"
"2021-02-28T00:09:07Z","3","0.002716106","0.001190204","0.31825225256715495","Spread Out"
"2021-02-26T13:03:34Z","3","0.014480812","0.005249104","1.6699005864612084","Spread Out"
"2021-02-25T20:37:51Z","3","0.000885024","0.001464867","0.1579183286572703","Spread Out"
"2021-02-25T06:16:29Z","3","0.004791333","0.011169604","1.081960895196099","Spread Out"
"2021-02-22T14:24:41Z","3","0.006134127","0.006591898","0.8798362287002821","Spread Out"
"2021-02-21T07:21:09Z","3","0.000640879","0.000778211","0.09686775530728216","Bunched Up"
"2021-02-17T19:09:47Z","3","0.000137331","0.000411993","0.03794416564075525","Bunched Up"
"2021-02-15T00:10:35Z","4","0.007904174","0.011779965","1.3262018154031807","Spread Out"
"2021-02-13T21:53:04Z","3","0.000686656","0.000930801","0.10949187294432128","Spread Out"
"2021-02-09T12:53:18Z","5","0.001388571","0.003387503","0.32467354318858643","Spread Out"
"2021-02-09T12:46:47Z","6","0.000976578","0.00343328","0.30916702530663404","Spread Out"
"2021-02-09T12:23:52Z","7","0.002365148","0.003295949","0.38260774952155296","Spread Out"
"2021-02-08T03:54:39Z","3","0.000976577","0.000534066","0.11755606212551792","Spread Out"
"2021-02-03T20:53:31Z","3","0.000991837","0.001342794","0.15805130404888718","Spread Out"
"2021-01-31T21:43:59Z","3","0.006775006","0.001754787","0.7677355658301015","Spread Out"
"2021-01-30T18:43:09Z","3","0.001098649","0.000961318","0.1466060264021728","Spread Out"
"2021-01-30T14:13:30Z","3","0.000061036","0.000244144","0.021674177028418614","Bunched Up"
"2021-01-29T10:44:41Z","3","0.000885024","0.000381476","0.10353308085147835","Spread Out"
"2021-01-27T22:42:54Z","3","0.006500343","0.012527657","1.2798280971776754","Spread Out"
"2021-01-26T16:39:13Z","3","0.000503548","0.000396735","0.06522247917970332","Bunched Up"
"2021-01-26T05:31:44Z","3","0.008087282","0.010757611","1.2772002891389636","Spread Out"
"2021-01-26T00:01:45Z","3","0.003067064","0.002624552","0.40654199858823264","Spread Out"
"2021-01-25T06:31:01Z","3","0.000335698","0.001159686","0.10465914882216922","Spread Out"
"2021-01-25T05:30:46Z","3","0.000793469","0.002456702","0.22513868826034286","Spread Out"
"2021-01-25T00:34:29Z","3","0.001800565","0.000534066","0.20521476319616516","Spread Out"
"2021-01-24T13:02:59Z","3","0.000625620","0.001419089","0.1383997650144453","Spread Out"
"2021-01-22T19:04:42Z","3","0.000259403","0.000640879","0.06125111675203093","Bunched Up"
"2021-01-22T15:04:09Z","3","0.001419089","0.002227817","0.24531694027725906","Spread Out"
"2021-01-21T17:57:39Z","3","0.004547189","0.001617456","0.5236906363997698","Spread Out"
"2021-01-20T16:22:10Z","3","0.001449607","0.001068132","0.18463973814849607","Spread Out"
"2021-01-20T01:42:57Z","3","0.004928664","0.003204394","0.611013986782953","Spread Out"
"2021-01-18T13:58:45Z","3","0.001541162","0.001434348","0.2097439950294815","Spread Out"
"2021-01-18T01:49:07Z","3","0.001037613","0.001190204","0.15291230150303065","Spread Out"
"2021-01-17T18:50:33Z","3","0.003051805","0.000869764","0.34717819920547416","Spread Out"
"2021-01-06T06:32:09Z","3","0.002273594","0.001709010","0.29099062266515363","Spread Out"
"2021-01-05T06:45:52Z","3","0.001861601","0.004379339","0.42330516014407","Spread Out"
"2021-01-03T00:52:32Z","3","0.005584802","0.001174945","0.6288524883616584","Spread Out"
"2021-01-02T11:55:56Z","4","0.000228885","0.001144427","0.09978970128285199","Bunched Up"
"2021-01-01T11:57:19Z","9","0.001632715","0.002441444","0.27446363300236004","Spread Out"
"2021-01-01T11:57:18Z","3","0.001571679","0.000610361","0.18218158169873008","Spread Out"
"2021-01-01T11:26:54Z","10","0.002136263","0.006515602","0.5984880095812284","Spread Out"
"2020-12-30T10:23:58Z","3","0.013717861","0.02029450","2.292233640527532","Spread Out"
"2020-12-27T05:16:39Z","3","0.005004959","0.000808728","0.5606873019092832","Spread Out"
"2020-12-15T02:25:22Z","3","0.001419089","0.003753720","0.3536486108156423","Spread Out"
"2020-12-13T15:58:31Z","3","0.006713969","0.003921569","0.8165018934931596","Spread Out"
"2020-12-13T09:53:43Z","3","0.001586938","0.001983673","0.2431295425135889","Spread Out"
"2020-12-12T21:32:15Z","3","0.007278554","0.013107500","1.3697511737903085","Spread Out"
"2020-12-05T11:19:04Z","3","0.004119936","0.003646906","0.5517372276025412","Spread Out"
"2020-12-05T02:50:15Z","3","0.003707942","0.003479057","0.506001713981502","Spread Out"
"2020-11-30T13:50:11Z","3","0.000808729","0.001709010","0.16984878336187192","Spread Out"
"2020-11-30T06:02:07Z","3","0.006317235","0.009918365","1.0920832831812755","Spread Out"
"2020-11-29T11:34:35Z","3","0.002761883","0.007293813","0.687390037936052","Spread Out"
"2020-11-27T07:27:04Z","3","0.008728160","0.011047532","1.3451833639418214","Spread Out"
"2020-11-27T05:57:39Z","3","0.003677424","0.005920500","0.645276980539075","Spread Out"
"2020-11-23T08:26:57Z","3","0.004715038","0.008880751","0.9140756596098868","Spread Out"
"2020-11-22T04:12:44Z","3","0.000488288","0.000595102","0.07392835165238522","Bunched Up"
"2020-11-21T21:58:04Z","3","0.000686656","0.002029450","0.18736876477738962","Spread Out"
"2020-11-21T12:06:40Z","3","0.009552148","0.015197986","1.664328343635134","Spread Out"
"2020-11-20T15:20:33Z","3","0.001876860","0.002014191","0.26906096399226515","Spread Out"
"2020-11-12T19:01:30Z","3","0.003112840","0.000900282","0.35435725071128643","Spread Out"
"2020-11-12T13:00:46Z","3","0.004226749","0.008178836","0.8345255395327544","Spread Out"
"2020-11-11T00:57:21Z","3","0.001937895","0.005874724","0.5401606040708152","Spread Out"
"2020-11-07T00:35:41Z","3","0.000366216","0.000656138","0.0686911008216566","Bunched Up"
"2020-11-03T01:04:04Z","3","0.001739528","0.002685588","0.29779843040641546","Spread Out"
"2020-11-02T02:25:38Z","3","0.004089418","0.004516670","0.5931216430960164","Spread Out"
"2020-10-31T00:49:45Z","3","0.011352712","0.014785992","1.7741284025193857","Spread Out"
"2020-10-30T12:44:50Z","3","0.003006028","0.005966277","0.603966788858192","Spread Out"
"2020-10-29T19:05:58Z","3","0.007660029","0.004196231","0.9223087732898515","Spread Out"
"2020-10-28T10:34:03Z","3","0.003784238","0.012787060","1.1573724293891008","Spread Out"
"2020-10-28T02:49:46Z","4","0.002502480","0.003204395","0.3878494753823244","Spread Out"
"2020-10-27T16:51:26Z","3","0.000228886","0.001968414","0.16790126231098318","Spread Out"
"2020-10-21T20:42:09Z","4","0.005294881","0.002594034","0.6280700511829199","Spread Out"
"2020-10-20T01:48:37Z","3","0.000289921","0.000717174","0.06852318383949232","Bunched Up"
"2020-10-16T13:42:49Z","4","0.002334630","0.001434348","0.28638387266194754","Spread Out"
"2020-10-16T13:24:42Z","5","0.002380407","0.003265430","0.38190916387332213","Spread Out"
"2020-10-16T13:14:02Z","3","0.004760815","0.000381476","0.5303545629163953","Spread Out"
"2020-10-16T13:12:33Z","6","0.005706874","0.006454566","0.835951576654176","Spread Out"
"2020-10-16T11:24:39Z","3","0.005142290","0.008331426","0.9057227956797627","Spread Out"
"2020-10-15T11:58:43Z","3","0.002975509","0.013290608","1.168392752032334","Spread Out"
"2020-10-15T10:06:39Z","3","0.006164644","0.004272526","0.7743660406581617","Spread Out"
"2020-10-02T09:54:32Z","3","0.002380407","0.000915541","0.2757140262367989","Spread Out"
"2020-09-29T10:08:57Z","3","0.004730296","0.014129855","1.302296145025606","Spread Out"
"2020-09-28T09:51:43Z","3","0.001632716","0.000503548","0.18644761159149714","Spread Out"
"2020-09-23T13:03:40Z","3","0.000320439","0.000427252","0.05066747141957795","Bunched Up"
"2020-09-23T10:34:39Z","3","0.000961318","0.000366217","0.11126367230218569","Spread Out"
"2020-09-22T19:28:46Z","3","0.000564584","0.000381475","0.07053808891534387","Bunched Up"
"2020-09-22T10:25:21Z","3","0.001052873","0.006408789","0.5528693697775993","Spread Out"
"2020-09-19T18:04:32Z","4","0.004303044","0.001297017","0.4908125094006928","Spread Out"
"2020-09-17T18:16:33Z","3","0.001281758","0.000198367","0.1435028932234988","Spread Out"
"2020-09-06T17:56:38Z","6","0.005783170","0.003616389","0.7116705375594512","Spread Out"
"2020-09-06T17:26:12Z","3","0.002014191","0.008422980","0.7445741884784076","Spread Out"
"2020-09-06T17:26:07Z","11","0.006454566","0.010742351","1.1555670675732683","Spread Out"
"2020-09-05T16:27:19Z","4","0.002136263","0.007629511","0.685704006573616","Spread Out"
"2020-09-03T21:28:43Z","4","0.007446402","0.007843137","1.059626618907086","Spread Out"
"2020-09-02T14:27:47Z","3","0.001922636","0.006317235","0.5739114365499973","Spread Out"
"2020-09-01T21:31:40Z","3","0.007415885","0.006225681","0.9774792463106858","Spread Out"
"2020-09-01T21:31:26Z","3","0.001968413","0.000732433","0.22742167320095025","Spread Out"
"2020-09-01T20:55:28Z","3","0.001068132","0.000488289","0.12570334002143016","Spread Out"
"2020-08-31T21:13:45Z","3","0.010437171","0.003097582","1.1895804927837106","Spread Out"
"2020-08-31T16:50:50Z","3","0.004715038","0.005722133","0.712447674069908","Spread Out"
"2020-08-31T16:46:22Z","3","0.004303045","0.005111773","0.64393226966392","Spread Out"
"2020-08-30T21:58:56Z","3","0.006698711","0.010635539","1.165679185801489","Spread Out"
"2020-08-30T21:58:55Z","3","0.002899214","0.002929732","0.40612496741515053","Spread Out"
"2020-08-30T21:57:42Z","3","0.00250248","0.003143358","0.38426907898324686","Spread Out"
"2020-08-30T21:57:41Z","3","0.007202258","0.007873655","1.0401879211716598","Spread Out"
"2020-08-30T21:57:37Z","3","0.007309071","0.011169604","1.243893521866514","Spread Out"
"2020-08-30T21:57:19Z","4","0.007675288","0.010376135","1.222126529634056","Spread Out"
"2020-08-30T21:57:18Z","5","0.004455634","0.006866560","0.7619511632844495","Spread Out"
"2020-08-30T18:19:08Z","3","0.005020218","0.006561380","0.7858858927100678","Spread Out"
"2020-08-30T18:19:06Z","5","0.009109636","0.005004959","1.0973138688041915","Spread Out"
"2020-08-30T18:19:05Z","5","0.008896010","0.004364080","1.05539679108033","Spread Out"
"2020-08-30T18:18:59Z","3","0.000534066","0.000808729","0.09041987407927589","Bunched Up"
"2020-08-30T13:27:16Z","4","0.001510643","0.008667125","0.7497996787655008","Spread Out"
"2020-08-30T13:09:25Z","3","0.003372244","0.001068132","0.38563842825551276","Spread Out"
"2020-08-30T11:23:15Z","4","0.000564584","0.000778210","0.09080888439188033","Bunched Up"
"2020-08-30T10:04:41Z","4","0.002914473","0.007003891","0.6735934261771603","Spread Out"
"2020-08-29T23:34:40Z","6","0.002426184","0.006179904","0.5867271713493767","Spread Out"
"2020-08-29T23:34:39Z","5","0.002090486","0.004501411","0.44504358064776767","Spread Out"
"2020-08-29T23:34:33Z","8","0.002746623","0.005493248","0.5547681533038756","Spread Out"
"2020-08-29T23:34:06Z","3","0.005630579","0.002716106","0.6666534099141802","Spread Out"
"2020-08-29T23:32:24Z","5","0.007080186","0.004409858","0.8706497908674418","Spread Out"
"2020-08-28T23:27:25Z","3","0.008346685","0.005752651","1.047183645828039","Spread Out"
"2020-08-28T23:16:43Z","5","0.008209353","0.011627375","1.3394696474713212","Spread Out"
"2020-08-28T23:16:42Z","5","0.005600061","0.002288853","0.65191031219752","Spread Out"
"2020-08-28T18:59:52Z","11","0.010498207","0.011642633","1.525164165181738","Spread Out"
"2020-08-28T18:59:51Z","16","0.009430075","0.008621347","1.2758464578278497","Spread Out"
"2020-08-28T18:19:42Z","6","0.005767910","0.003952086","0.7227403079400945","Spread Out"
"2020-08-28T18:19:41Z","15","0.009246967","0.005188068","1.11737494266131","Spread Out"
"2020-08-28T18:19:40Z","11","0.008926527","0.009216449","1.2605303313971554","Spread Out"
"2020-08-28T17:41:27Z","3","0.004196231","0.002990768","0.5303669625180714","Spread Out"
"2020-08-28T17:41:26Z","3","0.000747692","0.000167849","0.08433530244897652","Bunched Up"
"2020-08-28T17:41:25Z","8","0.005020218","0.009491112","0.9756553902371253","Spread Out"
"2020-08-28T17:41:24Z","8","0.005569543","0.009567407","1.0169395177652532","Spread Out"
"2020-08-28T17:41:23Z","7","0.005966277","0.006424049","0.8564238684402363","Spread Out"
"2020-08-28T17:41:21Z","3","0.001144427","0.001358053","0.1711831924655815","Spread Out"
"2020-08-28T17:41:13Z","3","0.000549325","0.000335699","0.06732084231499737","Bunched Up"
"2020-08-28T09:46:35Z","3","0.000823987","0.000595101","0.10446152514660845","Spread Out"
"2020-08-27T23:31:41Z","4","0.008178835","0.00967422","1.2215914974646298","Spread Out"
"2020-08-27T23:27:26Z","3","0.004074159","0.002426184","0.4970641724570137","Spread Out"
"2020-08-27T23:27:22Z","10","0.004486152","0.005508507","0.6815525650125224","Spread Out"
"2020-08-27T23:25:12Z","5","0.001235981","0.001068132","0.1643114274476573","Spread Out"
"2020-08-26T19:20:57Z","4","0.001129168","0.001510643","0.17884100644493656","Spread Out"
"2020-08-26T19:01:52Z","3","0.006958114","0.005432212","0.8990940799888724","Spread Out"
"2020-08-26T17:53:36Z","15","0.007537957","0.005050736","0.9401447731085488","Spread Out"
"2020-08-26T17:53:28Z","6","0.006515602","0.003418021","0.7797067648809292","Spread Out"
"2020-08-26T17:15:53Z","8","0.005203327","0.009445334","0.9843101924538715","Spread Out"
"2020-08-26T17:15:48Z","4","0.002578775","0.006790265","0.6402895493536601","Spread Out"
"2020-08-26T17:15:46Z","12","0.005737393","0.008560311","0.9632582142485606","Spread Out"
"2020-08-26T17:15:26Z","3","0.002105745","0.001022354","0.24950983021508655","Spread Out"
"2020-08-26T17:15:23Z","3","0.000259403","0.001037613","0.09211480921811134","Bunched Up"
"2020-08-26T17:15:13Z","4","0.000305180","0.000274662","0.0410827371154118","Bunched Up"
"2020-08-26T17:15:12Z","3","0.000350957","0.000473030","0.05579835254157183","Bunched Up"
"2020-08-26T09:55:35Z","3","0.000381475","0.000457770","0.057348595372136164","Bunched Up"
"2020-08-25T18:09:04Z","5","0.009857329","0.004882887","1.1708342416357755","Spread Out"
"2020-08-25T18:09:03Z","4","0.002487221","0.001602198","0.30779068878725385","Spread Out"
"2020-08-25T17:52:18Z","6","0.007232777","0.005493248","0.9280520439862329","Spread Out"
"2020-08-25T17:52:17Z","7","0.010284581","0.008896010","1.367583869912404","Spread Out"
"2020-08-25T17:31:14Z","5","0.003189136","0.009491111","0.8752175282052203","Spread Out"
"2020-08-25T17:24:40Z","5","0.006958114","0.005325398","0.8945296021876199","Spread Out"
"2020-08-25T17:16:39Z","6","0.002685588","0.003814755","0.43886978973536844","Spread Out"
"2020-08-25T17:07:43Z","3","0.002426184","0.005737392","0.5538358715820695","Spread Out"
"2020-08-25T17:07:41Z","3","0.008651865","0.000320440","0.9624227276978994","Spread Out"
"2020-08-25T17:07:40Z","6","0.007522698","0.007843138","1.066266307357651","Spread Out"
"2020-08-25T16:55:24Z","8","0.007370107","0.004272526","0.895187978180939","Spread Out"
"2020-08-25T16:55:23Z","3","0.001495384","0.001159686","0.1928952670155672","Spread Out"
"2020-08-25T16:55:11Z","3","0.000717174","0.000656138","0.0970550332542109","Bunched Up"
"2020-08-25T16:53:58Z","3","0.000762951","0.000335698","0.08943296575822392","Bunched Up"
"2020-08-25T16:52:33Z","5","0.000808729","0.000793469","0.1120809484708313","Spread Out"
"2020-08-25T16:52:29Z","4","0.001068131","0.000259404","0.12076761845111623","Spread Out"
"2020-08-25T13:22:51Z","3","0.000549324","0.000610361","0.07986961885643022","Bunched Up"
"2020-08-25T11:21:18Z","8","0.001525902","0.001510643","0.21215642405292234","Spread Out"
"2020-08-25T10:04:12Z","4","0.000976578","0.001266499","0.15229496461465072","Spread Out"
"2020-08-25T10:04:09Z","4","0.000762951","0.001541161","0.15518027347973012","Spread Out"
"2020-08-24T23:32:57Z","3","0.000808729","0.000976578","0.12192626397899163","Spread Out"
"2020-08-24T23:32:29Z","5","0.006561380","0.011505302","1.213740567119644","Spread Out"
"2020-08-24T23:32:26Z","3","0.005981537","0.011322195","1.1634116754011208","Spread Out"
"2020-08-24T23:32:01Z","3","0.005767911","0.011490044","1.1617925599247634","Spread Out"
"2020-08-24T22:09:59Z","3","0.000503548","0.000167850","0.057752648662340776","Bunched Up"
"2020-08-24T17:52:49Z","6","0.006088350","0.009735256","1.0639397371359873","Spread Out"
"2020-08-24T17:41:09Z","3","0.003433280","0.004013123","0.510108633500615","Spread Out"
"2020-08-24T17:24:00Z","3","0.005539025","0.002212558","0.6435384308600502","Spread Out"
"2020-08-24T17:23:59Z","6","0.007171741","0.008148318","1.052552378260603","Spread Out"
"2020-08-24T17:23:58Z","9","0.007202259","0.008026246","1.0484540231930812","Spread Out"
"2020-08-24T17:23:57Z","5","0.006286717","0.00531014","0.8301172229150315","Spread Out"
"2020-08-24T17:23:56Z","5","0.003128100","0.002761883","0.4185757533343015","Spread Out"
"2020-08-24T17:23:54Z","4","0.001205463","0.000991836","0.15798665112459295","Spread Out"
"2020-08-24T17:23:50Z","5","0.001312276","0.001083391","0.1721494246118771","Spread Out"
"2020-08-24T09:09:20Z","3","0.000625620","0.004440376","0.38078273300057575","Spread Out"
"2020-08-23T23:45:25Z","4","0.009018082","0.005752652","1.1138875264707615","Spread Out"
"2020-08-23T00:11:07Z","3","0.002960250","0.013397421","1.1765544122905807","Spread Out"
"2020-08-23T00:02:56Z","5","0.001281758","0.001312276","0.18042815336949802","Spread Out"
"2020-08-23T00:02:47Z","4","0.000823987","0.001098649","0.13028738641345125","Spread Out"
"2020-08-23T00:02:41Z","3","0.000610361","0.000305181","0.07258267703644827","Bunched Up"
"2020-08-22T18:38:22Z","4","0.007064927","0.007827879","1.0259972418463745","Spread Out"
"2020-08-21T23:51:05Z","4","0.005539025","0.003036545","0.6669974540292999","Spread Out"
"2020-08-21T23:49:55Z","4","0.012603952","0.012787060","1.7681651645973735","Spread Out"
"2020-08-21T23:49:53Z","3","0.006332494","0.00296025","0.7470623505061124","Spread Out"
"2020-08-21T23:49:52Z","3","0.003830014","0.002960251","0.4936201768334454","Spread Out"
"2020-08-21T21:43:24Z","3","0.000610361","0.003341725","0.28980635114528863","Spread Out"
"2020-08-21T14:51:10Z","3","0.001312276","0.000915541","0.1650771332815002","Spread Out"
"2020-08-21T12:26:37Z","3","0.000350958","0.000885023","0.08420609759804913","Bunched Up"
"2020-08-20T23:26:17Z","3","0.006439307","0.011352713","1.1953025277499647","Spread Out"
