"entityName","time","temperature","prev_temperature","temp_drop"
"{1AD72C}","2020-07-03T17:36:03Z","32.9","38.731","5.831"
"{1AD72C}","2020-07-04T18:04:10Z","31.979","40.265","8.286"
"{1AD72C}","2020-07-07T15:27:38Z","33.82","40.265","6.445"
"{1AD72C}","2020-07-07T17:57:02Z","32.593","37.81","5.217"
"{1AD72C}","2020-07-08T10:54:43Z","31.058","36.276","5.218"
"{1AD72C}","2020-07-08T17:54:24Z","25.227","30.444","5.217"
"{1AD72C}","2020-07-09T20:52:10Z","27.069","33.82","6.751"
"{1AD72C}","2020-07-10T22:20:57Z","26.762","32.9","6.138"
"{1AD72C}","2020-07-11T03:49:13Z","25.227","32.286","7.059"
"{1AD72C}","2020-07-11T22:17:51Z","16.634","32.286","15.652"
"{1AD72C}","2020-07-12T04:18:39Z","25.227","31.058","5.831"
"{1AD72C}","2020-07-12T18:46:15Z","27.375","33.82","6.445"
"{1AD72C}","2020-07-14T19:42:11Z","26.455","32.593","6.138"
"{1AD72C}","2020-07-15T01:12:33Z","20.624","26.455","5.831"
"{1AD72C}","2020-07-15T18:09:40Z","30.751","38.424","7.673"
"{1AD72C}","2020-07-15T21:09:30Z","27.682","33.207","5.525"
"{1AD72C}","2020-07-16T05:10:06Z","24.306","29.831","5.525"
"{1AD72C}","2020-07-16T23:08:09Z","25.227","31.365","6.138"
"{1AD72C}","2020-07-20T09:01:06Z","27.069","32.286","5.217"
"{1AD72C}","2020-07-20T14:59:42Z","27.375","41.186","13.811"
"{1AD72C}","2020-07-21T00:00:39Z","23.693","29.524","5.831"
"{1AD72C}","2020-07-21T13:28:14Z","29.524","36.889","7.365"
"{1AD72C}","2020-07-22T12:56:01Z","30.751","37.503","6.752"
"{1AD72C}","2020-07-24T03:53:40Z","21.544","27.069","5.525"
"{1AD72C}","2020-07-24T20:22:28Z","29.831","35.048","5.217"
"{1AD72C}","2020-07-27T23:13:46Z","28.296","33.82","5.524"
"{1AD72C}","2020-08-03T18:30:08Z","28.91","34.434","5.524"
"{1AD72C}","2020-08-03T20:59:16Z","20.01","32.593","12.583"
"{1AD72C}","2020-08-04T04:59:38Z","11.11","29.524","18.414"
"{1AD72C}","2020-08-04T07:58:27Z","11.11","35.355","24.245"
"{1AD72C}","2020-08-05T00:55:45Z","20.624","28.91","8.286"
"{1AD72C}","2020-08-05T07:55:40Z","28.91","35.969","7.059"
"{1AD72C}","2020-08-05T10:25:45Z","31.979","37.81","5.831"
"{1AD72C}","2020-08-06T06:25:21Z","18.168","30.444","12.276"
"{1AD72C}","2020-08-06T10:53:13Z","27.989","36.582","8.593"
"{1AD72C}","2020-08-06T17:22:51Z","35.355","42.414","7.059"
"{1AD72C}","2020-08-06T20:51:28Z","29.217","35.048","5.831"
"{1AD72C}","2020-08-07T03:20:47Z","22.158","27.989","5.831"
"{1AD72C}","2020-08-07T21:19:44Z","32.286","37.503","5.217"
"{1AD72C}","2020-08-07T23:18:44Z","27.375","32.9","5.525"
"{1AD72C}","2020-08-08T06:50:09Z","27.375","32.593","5.218"
"{1AD72C}","2020-08-09T00:16:12Z","27.375","34.434","7.059"
"{1AD72C}","2020-08-09T07:46:34Z","20.317","35.662","15.345"
"{1AD72C}","2020-08-09T09:16:13Z","14.179","34.741","20.562"
"{1AD72C}","2020-08-09T12:46:31Z","11.11","37.503","26.393"
"{1AD72C}","2020-08-09T16:46:33Z","28.296","39.651","11.355"
"{1AD72C}","2020-08-10T19:28:01Z","11.11","33.513","22.403"
"{1AD72C}","2020-08-10T22:11:45Z","26.762","34.434","7.672"
"{1AD72C}","2020-08-11T00:12:07Z","11.11","30.751","19.641"
"{1AD72C}","2020-08-11T07:12:17Z","26.455","31.672","5.217"
"{1AD72C}","2020-08-11T07:42:04Z","11.417","26.455","15.038"
"{1AD72C}","2020-08-11T12:12:42Z","11.11","27.682","16.572"
"{1AD72C}","2020-08-11T22:13:04Z","24","31.058","7.058"
"{1AD72C}","2020-08-12T11:11:11Z","15.099","30.751","15.652"
"{1AD72C}","2020-08-12T19:10:40Z","27.989","33.207","5.218"
"{1AD72C}","2020-08-13T02:41:06Z","23.079","28.296","5.217"
"{1AD72C}","2020-08-13T06:39:32Z","17.555","31.365","13.810"
"{1AD72C}","2020-08-13T11:38:39Z","11.11","35.355","24.245"
"{1AD72C}","2020-08-13T13:39:41Z","14.793","37.503","22.710"
"{1AD72C}","2020-08-13T17:41:06Z","16.02","35.048","19.028"
"{1AD72C}","2020-08-13T20:38:37Z","20.01","35.355","15.345"
"{1AD72C}","2020-08-14T02:07:16Z","24.613","31.365","6.752"
"{1AD72C}","2020-08-14T19:08:19Z","22.465","39.038","16.573"
"{1AD72C}","2020-08-14T21:07:50Z","27.682","34.127","6.445"
"{1AD72C}","2020-08-15T00:06:44Z","27.682","34.741","7.059"
"{1AD72C}","2020-08-15T02:35:45Z","19.396","24.613","5.217"
"{1AD72C}","2020-08-15T19:04:53Z","31.058","36.889","5.831"
"{1AD72C}","2020-08-15T23:58:34Z","27.069","32.286","5.217"
"{1AD72C}","2020-08-16T12:04:11Z","26.148","33.82","7.672"
"{1AD72C}","2020-08-17T05:03:09Z","24","29.524","5.524"
"{1AD72C}","2020-08-17T06:34:03Z","24.92","30.444","5.524"
"{1AD72C}","2020-08-17T09:04:02Z","20.931","28.296","7.365"
"{1AD72C}","2020-08-19T20:58:00Z","25.534","33.207","7.673"
"{1AD72C}","2020-08-21T01:56:09Z","24","32.286","8.286"
"{1AD72C}","2020-08-21T22:24:14Z","21.544","27.375","5.831"
"{1AD72C}","2020-08-22T03:24:15Z","16.02","22.158","6.138"
"{1AD72C}","2020-08-22T20:54:39Z","27.069","32.593","5.524"
"{1AD72C}","2020-08-22T22:22:31Z","27.375","32.593","5.218"
"{1AD72C}","2020-08-23T02:22:16Z","20.317","29.524","9.207"
"{1AD72C}","2020-08-23T03:22:45Z","23.386","29.217","5.831"
"{1AD72C}","2020-08-23T03:54:31Z","18.168","23.386","5.218"
"{1AD72C}","2020-08-23T11:22:07Z","29.217","35.355","6.138"
"{1AD72C}","2020-08-23T23:50:43Z","16.634","34.127","17.493"
"{1AD72C}","2020-08-24T17:23:58Z","34.127","39.651","5.524"
"{1AD72C}","2020-08-24T21:19:13Z","26.762","31.979","5.217"
"{1AD72C}","2020-08-25T08:49:14Z","22.158","29.217","7.059"
"{1AD72C}","2020-08-25T10:18:39Z","31.365","36.582","5.217"
"{1AD72C}","2020-08-26T08:17:40Z","24","31.979","7.979"
"{1AD72C}","2020-08-26T16:47:05Z","34.127","39.345","5.218"
"{1AD72C}","2020-08-27T20:13:34Z","27.069","34.127","7.058"
"{1AD72C}","2020-08-28T03:43:13Z","22.772","27.989","5.217"
"{1AD72C}","2020-08-28T20:41:42Z","26.148","32.9","6.752"
"{1AD72C}","2020-08-28T23:41:16Z","21.237","31.058","9.821"
"{1AD72C}","2020-08-29T19:41:12Z","18.782","27.069","8.287"
"{1AD72C}","2020-08-29T22:41:10Z","11.11","23.693","12.583"
"{1AD72C}","2020-08-30T10:40:16Z","15.713","29.524","13.811"
"{1AD72C}","2020-08-30T14:11:27Z","27.375","36.276","8.901"
"{1AD72C}","2020-08-30T20:10:09Z","26.762","33.207","6.445"
"{1AD72C}","2020-08-30T20:40:16Z","19.703","26.762","7.059"
"{1AD72C}","2020-08-30T22:11:31Z","21.237","31.365","10.128"
"{1AD72C}","2020-08-31T00:09:36Z","14.486","20.01","5.524"
"{1AD72C}","2020-09-01T02:39:13Z","18.475","24.306","5.831"
"{1AD72C}","2020-09-01T07:08:36Z","19.703","31.058","11.355"
"{1AD72C}","2020-09-03T02:04:49Z","18.782","27.989","9.207"
"{1AD72C}","2020-09-03T21:34:33Z","26.148","32.593","6.445"
"{1AD72C}","2020-09-04T04:05:19Z","25.534","30.751","5.217"
"{1AD72C}","2020-09-04T17:33:40Z","31.058","36.276","5.218"
"{1AD72C}","2020-09-05T04:01:10Z","25.227","30.444","5.217"
"{1AD72C}","2020-09-05T06:03:15Z","25.227","30.444","5.217"
"{1AD72C}","2020-09-05T10:01:10Z","31.979","37.196","5.217"
"{1AD72C}","2020-09-06T01:59:15Z","24","29.831","5.831"
"{1AD72C}","2020-09-07T02:58:58Z","14.486","20.317","5.831"
"{1AD72C}","2020-09-07T09:27:13Z","24.92","30.138","5.218"
"{1AD72C}","2020-09-07T15:27:08Z","27.682","33.207","5.525"
"{1AD72C}","2020-09-07T20:26:33Z","11.11","28.91","17.80"
"{1AD72C}","2020-09-08T00:28:03Z","11.11","26.455","15.345"
"{1AD72C}","2020-09-08T01:56:31Z","11.11","23.079","11.969"
"{1AD72C}","2020-09-08T02:57:00Z","17.248","25.227","7.979"
"{1AD72C}","2020-09-08T08:56:34Z","27.069","32.593","5.524"
"{1AD72C}","2020-09-08T10:26:39Z","24.92","30.138","5.218"
"{1AD72C}","2020-09-09T02:26:33Z","11.11","28.91","17.80"
"{1AD72C}","2020-09-09T03:25:34Z","15.406","23.386","7.980"
"{1AD72C}","2020-09-09T16:55:42Z","32.9","38.424","5.524"
"{1AD72C}","2020-09-09T23:54:13Z","24.306","29.524","5.218"
"{1AD72C}","2020-09-10T15:53:00Z","32.593","37.81","5.217"
"{1AD72C}","2020-09-10T18:23:35Z","27.989","34.741","6.752"
"{1AD72C}","2020-09-10T23:52:33Z","13.872","28.603","14.731"
"{1AD72C}","2020-09-15T22:46:48Z","21.237","31.365","10.128"
"{1AD72C}","2020-09-16T05:48:30Z","24.306","29.524","5.218"
"{1AD72C}","2020-09-16T20:47:03Z","27.375","33.513","6.138"
"{1AD72C}","2020-09-17T05:46:33Z","24.92","30.751","5.831"
"{1AD72C}","2020-09-17T21:44:08Z","20.931","29.217","8.286"
"{1AD72C}","2020-09-18T00:44:30Z","24.92","30.138","5.218"
"{1AD72C}","2020-09-18T08:13:46Z","21.237","26.762","5.525"
"{1AD72C}","2020-09-18T12:12:49Z","24.92","31.672","6.752"
"{1AD72C}","2020-09-18T16:14:01Z","20.01","27.069","7.059"
"{1AD72C}","2020-09-18T21:14:10Z","21.544","27.682","6.138"
"{1AD72C}","2020-09-19T05:12:46Z","19.089","27.069","7.980"
"{1AD72C}","2020-09-19T17:14:21Z","24.306","31.058","6.752"
"{1AD72C}","2020-09-19T23:44:05Z","25.534","32.9","7.366"
"{1AD72C}","2020-09-22T08:10:01Z","25.227","30.444","5.217"
"{1AD72C}","2020-09-22T11:09:39Z","28.91","35.355","6.445"
"{1AD72C}","2020-09-22T15:40:37Z","25.534","31.058","5.524"
"{1AD72C}","2020-09-23T00:09:05Z","22.158","31.365","9.207"
"{1AD72C}","2020-09-23T03:38:29Z","24.613","31.365","6.752"
"{1AD72C}","2020-09-23T07:38:36Z","24","29.831","5.831"
"{1AD72C}","2020-09-24T16:38:27Z","24.613","31.672","7.059"
"{1AD72C}","2020-09-24T19:07:57Z","20.317","26.762","6.445"
"{1AD72C}","2020-09-25T02:07:37Z","18.168","26.455","8.287"
"{1AD72C}","2020-09-25T08:36:38Z","20.931","26.455","5.524"
"{1AD72C}","2020-09-25T20:06:33Z","20.01","26.455","6.445"
"{1AD72C}","2020-09-25T21:36:33Z","16.634","23.386","6.752"
"{1AD72C}","2020-09-26T08:07:09Z","22.772","28.603","5.831"
"{1AD72C}","2020-09-26T12:06:34Z","22.772","30.444","7.672"
"{1AD72C}","2020-09-27T22:05:17Z","22.465","28.603","6.138"
"{1AD72C}","2020-09-27T23:37:09Z","16.327","22.772","6.445"
"{1AD72C}","2020-09-28T05:36:59Z","15.406","21.544","6.138"
"{1AD72C}","2020-09-28T15:37:02Z","27.375","32.593","5.218"
"{1AD72C}","2020-09-28T17:05:39Z","27.069","35.662","8.593"
"{1AD72C}","2020-09-28T20:04:34Z","23.693","32.9","9.207"
"{1AD72C}","2020-09-28T20:34:43Z","17.555","23.693","6.138"
"{1AD72C}","2020-09-29T02:05:37Z","17.862","26.455","8.593"
"{1AD72C}","2020-09-29T12:04:16Z","27.682","33.207","5.525"
"{1AD72C}","2020-09-29T20:35:03Z","26.148","33.207","7.059"
"{1AD72C}","2020-09-30T20:04:03Z","21.237","29.831","8.594"
"{1AD72C}","2020-09-30T23:34:56Z","25.534","32.286","6.752"
"{1AD72C}","2020-10-01T01:03:10Z","16.634","27.682","11.048"
"{1AD72C}","2020-10-01T04:32:45Z","21.851","28.603","6.752"
"{1AD72C}","2020-10-01T09:32:45Z","17.862","24.306","6.444"
"{1AD72C}","2020-10-01T19:03:04Z","18.782","27.682","8.900"
"{1AD72C}","2020-10-01T21:02:15Z","22.465","27.682","5.217"
"{1AD72C}","2020-10-01T23:32:31Z","24","29.217","5.217"
"{1AD72C}","2020-10-02T01:04:10Z","20.931","26.148","5.217"
"{1AD72C}","2020-10-02T02:02:43Z","18.168","26.148","7.980"
"{1AD72C}","2020-10-05T17:01:39Z","24.306","30.444","6.138"
"{1AD72C}","2020-10-06T13:32:33Z","26.762","32.286","5.524"
"{1AD72C}","2020-10-06T16:31:31Z","28.296","33.82","5.524"
"{1AD72C}","2020-10-06T18:30:59Z","26.455","31.979","5.524"
"{1AD72C}","2020-10-06T20:00:43Z","23.079","29.831","6.752"
"{1AD72C}","2020-10-06T21:01:01Z","19.703","26.148","6.445"
"{1AD72C}","2020-10-08T04:29:10Z","24","29.217","5.217"
"{1AD72C}","2020-10-08T23:28:27Z","22.465","30.138","7.673"
"{1AD72C}","2020-10-09T19:57:05Z","24.92","31.672","6.752"
"{1AD72C}","2020-10-10T05:26:48Z","17.862","25.534","7.672"
"{1AD72C}","2020-10-10T13:58:30Z","28.296","33.82","5.524"
"{1AD72C}","2020-10-10T17:26:20Z","27.375","33.513","6.138"
"{1AD72C}","2020-10-10T22:26:09Z","23.693","29.524","5.831"
"{1AD72C}","2020-10-11T05:26:17Z","14.486","22.158","7.672"
"{1AD72C}","2020-10-11T17:26:33Z","27.989","34.434","6.445"
"{1AD72C}","2020-10-11T22:56:39Z","18.168","25.227","7.059"
"{1AD72C}","2020-10-12T04:56:14Z","17.555","23.079","5.524"
"{1AD72C}","2020-10-13T00:57:03Z","18.782","24.92","6.138"
"{1AD72C}","2020-10-13T02:26:39Z","14.486","21.544","7.058"
"{1AD72C}","2020-10-13T20:26:08Z","20.01","27.989","7.979"
"{1AD72C}","2020-10-14T04:25:04Z","19.089","27.375","8.286"
"{1AD72C}","2020-10-14T13:55:39Z","24.306","32.286","7.980"
"{1AD72C}","2020-10-15T00:25:11Z","20.317","28.603","8.286"
"{1AD72C}","2020-10-15T02:55:13Z","18.782","26.148","7.366"
"{1AD72C}","2020-10-15T04:25:09Z","18.168","23.386","5.218"
"{1AD72C}","2020-10-15T06:25:16Z","16.941","23.386","6.445"
"{1AD72C}","2020-10-15T09:54:45Z","26.148","33.207","7.059"
"{1AD72C}","2020-10-15T16:55:13Z","23.386","29.217","5.831"
"{1AD72C}","2020-10-15T19:24:31Z","21.237","27.682","6.445"
"{1AD72C}","2020-10-15T21:24:15Z","18.782","27.069","8.287"
"{1AD72C}","2020-10-15T23:54:40Z","15.406","24.613","9.207"
"{1AD72C}","2020-10-16T02:55:13Z","22.158","27.682","5.524"
"{1AD72C}","2020-10-16T06:54:59Z","15.406","21.544","6.138"
"{1AD72C}","2020-10-16T21:25:58Z","21.851","27.375","5.524"
"{1AD72C}","2020-10-16T22:23:45Z","18.782","26.148","7.366"
"{1AD72C}","2020-10-16T23:24:46Z","18.168","23.386","5.218"
"{1AD72C}","2020-10-17T03:24:13Z","12.951","21.237","8.286"
"{1AD72C}","2020-10-17T06:24:05Z","17.555","23.386","5.831"
"{1AD72C}","2020-10-17T18:53:36Z","24","31.979","7.979"
"{1AD72C}","2020-10-17T22:23:15Z","20.931","26.148","5.217"
"{1AD72C}","2020-10-17T23:24:22Z","15.099","20.931","5.832"
"{1AD72C}","2020-10-18T06:54:01Z","19.089","24.306","5.217"
"{1AD72C}","2020-10-19T12:22:43Z","25.534","33.513","7.979"
"{1AD72C}","2020-10-20T04:22:09Z","19.396","28.296","8.900"
"{1AD72C}","2020-10-20T16:24:02Z","16.634","26.455","9.821"
"{1AD72C}","2020-10-20T19:22:14Z","20.317","25.841","5.524"
"{1AD72C}","2020-10-21T13:53:53Z","24.306","31.058","6.752"
"{1AD72C}","2020-10-21T17:52:43Z","19.089","27.989","8.900"
"{1AD72C}","2020-10-21T21:23:41Z","22.158","28.603","6.445"
"{1AD72C}","2020-10-22T00:52:07Z","18.782","24.613","5.831"
"{1AD72C}","2020-10-22T17:51:35Z","26.148","31.979","5.831"
"{1AD72C}","2020-10-22T18:21:10Z","19.396","26.148","6.752"
"{1AD72C}","2020-10-23T05:51:28Z","20.01","26.148","6.138"
"{1AD72C}","2020-10-25T00:21:16Z","23.079","29.524","6.445"
"{1AD72C}","2020-10-26T04:20:17Z","16.02","21.237","5.217"
"{1AD72C}","2020-10-27T14:20:23Z","25.841","32.9","7.059"
"{1AD72C}","2020-10-28T04:49:41Z","23.386","32.286","8.900"
"{1AD72C}","2020-10-28T19:19:37Z","22.465","30.751","8.286"
"{1AD72C}","2020-10-28T21:19:51Z","20.931","26.148","5.217"
"{1AD72C}","2020-10-28T23:19:40Z","16.941","23.386","6.445"
"{1AD72C}","2020-10-29T06:21:09Z","22.158","27.989","5.831"
"{1AD72C}","2020-10-30T23:48:14Z","19.703","27.682","7.979"
"{1AD72C}","2020-10-31T05:48:01Z","22.772","30.444","7.672"
"{1AD72C}","2020-10-31T22:47:36Z","22.465","30.751","8.286"
"{1AD72C}","2020-11-01T20:16:07Z","22.158","31.058","8.900"
"{1AD72C}","2020-11-03T02:44:46Z","27.375","32.593","5.218"
"{1AD72C}","2020-11-03T03:44:45Z","22.772","29.217","6.445"
"{1AD72C}","2020-11-03T08:15:57Z","20.317","26.148","5.831"
"{1AD72C}","2020-11-03T22:15:39Z","20.317","26.762","6.445"
"{1AD72C}","2020-11-04T05:44:46Z","20.931","27.989","7.058"
"{1AD72C}","2020-11-04T13:16:03Z","21.237","27.682","6.445"
"{1AD72C}","2020-11-04T18:46:41Z","17.862","27.375","9.513"
"{1AD72C}","2020-11-04T19:46:07Z","20.317","27.069","6.752"
"{1AD72C}","2020-11-05T12:45:33Z","21.851","28.91","7.059"
"{1AD72C}","2020-11-06T04:15:14Z","20.931","26.148","5.217"
"{1AD72C}","2020-11-06T20:15:12Z","21.544","26.762","5.218"
"{1AD72C}","2020-11-06T23:45:07Z","14.179","21.237","7.058"
"{1AD72C}","2020-11-07T22:16:18Z","24","29.217","5.217"
"{1AD72C}","2020-11-08T17:14:30Z","20.317","25.534","5.217"
"{1AD72C}","2020-11-08T19:44:39Z","18.475","27.375","8.900"
"{1AD72C}","2020-11-09T12:45:50Z","27.989","35.048","7.059"
"{1AD72C}","2020-11-10T02:43:43Z","19.396","27.069","7.673"
"{1AD72C}","2020-11-10T03:43:15Z","21.237","27.069","5.832"
"{1AD72C}","2020-11-10T18:12:37Z","22.465","28.296","5.831"
"{1AD72C}","2020-11-10T19:13:33Z","23.693","31.058","7.365"
"{1AD72C}","2020-11-11T00:44:06Z","21.237","27.989","6.752"
"{1AD72C}","2020-11-11T03:42:40Z","22.158","27.682","5.524"
"{1AD72C}","2020-11-11T06:14:47Z","20.931","27.069","6.138"
"{1AD72C}","2020-11-12T09:43:40Z","27.989","34.741","6.752"
"{1AD72C}","2020-11-13T11:43:19Z","27.375","33.82","6.445"
"{1AD72C}","2020-11-13T15:42:01Z","25.227","31.365","6.138"
"{1AD72C}","2020-11-14T00:11:46Z","20.317","30.138","9.821"
"{1AD72C}","2020-11-14T01:10:45Z","21.851","29.217","7.366"
"{1AD72C}","2020-11-14T06:11:40Z","21.851","28.296","6.445"
"{1AD72C}","2020-11-15T03:10:45Z","16.634","22.158","5.524"
"{1AD72C}","2020-11-16T22:09:13Z","12.644","25.841","13.197"
"{1AD72C}","2020-11-17T15:09:00Z","38.117","43.334","5.217"
"{1AD72C}","2020-11-17T17:08:57Z","26.455","31.672","5.217"
"{1AD72C}","2020-11-17T18:38:38Z","22.465","29.524","7.059"
"{1AD72C}","2020-11-18T06:08:42Z","17.248","27.989","10.741"
"{1AD72C}","2020-11-18T15:38:13Z","30.138","38.117","7.979"
"{1AD72C}","2020-11-18T19:07:37Z","20.01","27.989","7.979"
"{1AD72C}","2020-11-18T22:38:10Z","24.306","29.524","5.218"
"{1AD72C}","2020-11-19T17:07:59Z","26.455","34.127","7.672"
"{1AD72C}","2020-11-19T20:07:16Z","26.455","31.672","5.217"
"{1AD72C}","2020-11-19T22:07:31Z","24","29.524","5.524"
"{1AD72C}","2020-11-20T02:06:20Z","23.079","29.217","6.138"
"{1AD72C}","2020-11-21T19:06:27Z","17.555","25.841","8.286"
"{1AD72C}","2020-11-21T21:05:43Z","16.02","27.069","11.049"
"{1AD72C}","2020-11-22T01:36:12Z","21.544","26.762","5.218"
"{1AD72C}","2020-11-23T04:06:35Z","16.634","21.851","5.217"
"{1AD72C}","2020-11-24T05:16:58Z","21.851","27.682","5.831"
"{1AD72C}","2020-11-24T12:16:39Z","31.979","39.345","7.366"
"{1AD72C}","2020-11-24T21:16:57Z","23.693","30.444","6.751"
"{1AD72C}","2020-11-25T00:19:31Z","18.168","24.613","6.445"
"{1AD72C}","2020-11-25T01:39:40Z","17.862","23.386","5.524"
"{1AD72C}","2020-11-25T12:12:03Z","18.168","24.613","6.445"
"{1AD72C}","2020-11-25T14:10:45Z","21.851","29.217","7.366"
"{1AD72C}","2020-11-25T21:13:05Z","19.396","27.682","8.286"
"{1AD72C}","2020-11-25T23:13:09Z","16.327","25.227","8.900"
"{1AD72C}","2020-11-26T01:12:58Z","14.179","23.693","9.514"
"{1AD72C}","2020-11-26T19:16:07Z","20.01","25.534","5.524"
"{1AD72C}","2020-11-26T23:16:16Z","19.396","24.92","5.524"
"{1AD72C}","2020-11-27T03:03:11Z","19.396","25.227","5.831"
"{1AD72C}","2020-11-27T06:33:09Z","18.782","26.762","7.980"
"{1AD72C}","2020-11-27T14:35:28Z","21.544","27.069","5.525"
"{1AD72C}","2020-11-28T14:47:39Z","22.465","28.603","6.138"
"{1AD72C}","2020-11-29T06:52:37Z","20.317","26.148","5.831"
"{1AD72C}","2020-11-29T14:22:05Z","25.227","32.286","7.059"
"{1AD72C}","2020-11-29T18:21:12Z","16.941","22.158","5.217"
"{1AD72C}","2020-11-30T00:52:01Z","19.396","24.613","5.217"
"{1AD72C}","2020-11-30T04:53:07Z","23.079","29.524","6.445"
"{1AD72C}","2020-11-30T14:14:07Z","26.762","34.434","7.672"
"{1AD72C}","2020-11-30T16:14:47Z","27.069","33.82","6.751"
"{1AD72C}","2020-11-30T20:40:31Z","20.317","26.762","6.445"
"{1AD72C}","2020-12-01T03:41:09Z","11.11","24.306","13.196"
"{1AD72C}","2020-12-02T08:47:46Z","16.941","26.148","9.207"
"{1AD72C}","2020-12-02T18:16:42Z","17.248","24.613","7.365"
"{1AD72C}","2020-12-03T01:16:41Z","20.931","26.148","5.217"
"{1AD72C}","2020-12-03T06:17:28Z","15.713","26.762","11.049"
"{1AD72C}","2020-12-03T18:15:46Z","17.555","25.227","7.672"
"{1AD72C}","2020-12-03T20:47:02Z","18.782","24.306","5.524"
"{1AD72C}","2020-12-04T07:18:14Z","14.179","23.693","9.514"
"{1AD72C}","2020-12-04T09:46:36Z","17.862","24","6.138"
"{1AD72C}","2020-12-05T03:47:33Z","15.406","21.544","6.138"
"{1AD72C}","2020-12-05T07:18:58Z","14.486","24.306","9.820"
"{1AD72C}","2020-12-05T08:17:11Z","14.486","20.624","6.138"
"{1AD72C}","2020-12-05T09:49:03Z","19.089","24.306","5.217"
"{1AD72C}","2020-12-05T14:18:13Z","23.386","33.82","10.434"
"{1AD72C}","2020-12-05T16:18:00Z","16.327","23.693","7.366"
"{1AD72C}","2020-12-05T23:19:03Z","18.168","24","5.832"
"{1AD72C}","2020-12-06T02:17:45Z","18.475","25.534","7.059"
"{1AD72C}","2020-12-06T04:17:36Z","14.793","22.772","7.979"
"{1AD72C}","2020-12-06T13:49:28Z","23.079","31.058","7.979"
"{1AD72C}","2020-12-06T21:47:45Z","20.931","26.762","5.831"
"{1AD72C}","2020-12-07T04:47:41Z","19.396","25.227","5.831"
"{1AD72C}","2020-12-07T06:18:03Z","15.099","26.455","11.356"
"{1AD72C}","2020-12-07T22:49:14Z","15.713","23.079","7.366"
"{1AD72C}","2020-12-08T01:48:19Z","16.941","24.306","7.365"
"{1AD72C}","2020-12-08T05:20:14Z","15.099","24.306","9.207"
"{1AD72C}","2020-12-08T14:18:51Z","18.782","24","5.218"
"{1AD72C}","2020-12-08T17:19:10Z","15.713","22.465","6.752"
"{1AD72C}","2020-12-08T23:54:11Z","19.089","25.841","6.752"
"{1AD72C}","2020-12-09T00:52:17Z","17.555","23.079","5.524"
"{1AD72C}","2020-12-09T05:26:40Z","18.168","24.613","6.445"
"{1AD72C}","2020-12-10T01:49:12Z","17.248","25.841","8.593"
"{1AD72C}","2020-12-10T19:19:08Z","19.089","25.841","6.752"
"{1AD72C}","2020-12-11T11:29:02Z","21.851","27.375","5.524"
"{1AD72C}","2020-12-11T14:29:23Z","25.227","32.593","7.366"
"{1AD72C}","2020-12-12T06:30:40Z","20.624","28.603","7.979"
"{1AD72C}","2020-12-12T07:30:31Z","22.465","27.682","5.217"
"{1AD72C}","2020-12-12T20:40:33Z","22.772","27.989","5.217"
"{1AD72C}","2020-12-13T22:10:57Z","25.534","34.741","9.207"
"{1AD72C}","2020-12-14T11:43:03Z","21.237","26.762","5.525"
"{1AD72C}","2020-12-14T14:42:40Z","29.524","35.969","6.445"
"{1AD72C}","2020-12-14T15:12:38Z","23.693","29.524","5.831"
