"entityName","day","total_distance_km"
"{1AD72C}","2020-09-11","3.764166387086377"
"{1AD72C}","2020-09-12","0.061392166409475334"
"{1AD72C}","2020-09-14","3.139524320145641"
"{1AD72C}","2020-09-15","5.961937878277002"
"{1AD72C}","2020-09-16","4.237750220006735"
"{1AD72C}","2020-09-17","5.915110218285271"
"{1AD72C}","2020-09-18","6.365164710600188"
"{1AD72C}","2020-09-19","3.3655814777945117"
"{1AD72C}","2020-09-20","7.653780191720293"
"{1AD72C}","2020-09-21","5.4595167469929065"
"{1AD72C}","2020-09-22","0.9187397999655138"
"{1AD72C}","2020-09-23","1.573330820976322"
"{1AD72C}","2020-09-24","1.1789025522080852"
"{1AD72C}","2020-09-25","2.942050475175957"
"{1AD72C}","2020-09-26","0.9186058887020433"
"{1AD72C}","2020-09-27","2.1503992120322755"
"{1AD72C}","2020-09-28","3.2333166081492735"
"{1AD72C}","2020-09-29","2.0644555285577675"
"{1AD72C}","2020-09-30","6.409819250790954"
"{1AD72C}","2020-10-01","6.044285324990493"
"{1AD72C}","2020-10-02","3.086307748324677"
"{1AD72C}","2020-10-05","1.8294861205854724"
"{1AD72C}","2020-10-06","6.88689178953103"
"{1AD72C}","2020-10-07","3.6127797704607145"
"{1AD72C}","2020-10-08","7.278162765483554"
"{1AD72C}","2020-10-09","3.8887815623758755"
"{1AD72C}","2020-10-10","3.643496119707974"
"{1AD72C}","2020-10-11","3.5893466375146836"
"{1AD72C}","2020-10-12","5.521622625962408"
"{1AD72C}","2020-10-13","2.6293626995921704"
"{1AD72C}","2020-10-14","3.917189043269262"
"{1AD72C}","2020-10-15","4.11266456497996"
"{1AD72C}","2020-10-16","3.590665930412165"
"{1AD72C}","2020-10-17","5.75474651712741"
"{1AD72C}","2020-10-18","8.209203265450737"
"{1AD72C}","2020-10-19","4.696523725955249"
"{1AD72C}","2020-10-20","2.576395145626622"
"{1AD72C}","2020-10-21","3.681807816055445"
"{1AD72C}","2020-10-22","2.3317313396385604"
"{1AD72C}","2020-10-23","3.801630457452702"
"{1AD72C}","2020-10-24","7.944497616205214"
"{1AD72C}","2020-10-25","3.946915727600287"
"{1AD72C}","2020-10-26","9.899340089804946"
"{1AD72C}","2020-10-27","4.305108999399602"
"{1AD72C}","2020-10-28","4.070631083837212"
"{1AD72C}","2020-10-29","5.3241565425685256"
"{1AD72C}","2020-10-30","6.500847507325641"
"{1AD72C}","2020-10-31","3.5705411441931436"
"{1AD72C}","2020-11-01","2.8848935232826713"
"{1AD72C}","2020-11-02","5.9658402587805295"
"{1AD72C}","2020-11-03","4.781407020394832"
"{1AD72C}","2020-11-04","6.047911920842191"
"{1AD72C}","2020-11-05","4.412254535239863"
"{1AD72C}","2020-11-06","5.479334313152821"
"{1AD72C}","2020-11-07","4.89972239939245"
"{1AD72C}","2020-11-08","4.945758293956122"
"{1AD72C}","2020-11-09","3.5192719684328946"
"{1AD72C}","2020-11-10","5.7332739271063655"
"{1AD72C}","2020-11-11","3.4263396680895264"
"{1AD72C}","2020-11-12","3.976778378453054"
"{1AD72C}","2020-11-13","4.992903775653531"
"{1AD72C}","2020-11-14","3.500987426887902"
"{1AD72C}","2020-11-15","8.297306979011315"
"{1AD72C}","2020-11-16","5.700900158368187"
"{1AD72C}","2020-11-17","3.826936780067543"
"{1AD72C}","2020-11-18","4.67672480197695"
"{1AD72C}","2020-11-19","3.6245803561476753"
"{1AD72C}","2020-11-20","4.554738257054234"
"{1AD72C}","2020-11-21","3.672246401299995"
"{1AD72C}","2020-11-22","5.445978473763499"
"{1AD72C}","2020-11-23","6.044871634812274"
"{1AD72C}","2020-11-24","2.8719196305162593"
"{1AD72C}","2020-11-25","3.4311727580939566"
"{1AD72C}","2020-11-26","5.948367212720524"
"{1AD72C}","2020-11-27","4.780031326942779"
"{1AD72C}","2020-11-28","7.669765451100567"
"{1AD72C}","2020-11-29","5.24097598804347"
"{1AD72C}","2020-11-30","5.7038196593771096"
"{1AD72C}","2020-12-01","1.7510582055134751"
"{1AD72C}","2020-12-02","5.291076567624501"
"{1AD72C}","2020-12-03","4.298772079504552"
"{1AD72C}","2020-12-04","3.2231844672651615"
"{1AD72C}","2020-12-05","3.2315587889142594"
"{1AD72C}","2020-12-06","2.850972385172847"
"{1AD72C}","2020-12-07","6.809756549634623"
"{1AD72C}","2020-12-08","5.451069444812366"
"{1AD72C}","2020-12-09","1.8945116346123272"
"{1AD72C}","2020-12-10","1.9868848748035837"
"{1AD72C}","2020-12-11","6.063703831594984"
"{1AD72C}","2020-12-12","3.589944600286936"
"{1AD72C}","2020-12-13","4.370656668821373"
"{1AD72C}","2020-12-14","7.125468143417209"
"{1AD72C}","2020-12-15","4.832737303551751"
"{1AD72C}","2020-12-16","5.248735879047214"
"{1AD72C}","2020-12-17","4.878159249216723"
"{1AD72C}","2020-12-18","4.151878703320942"
"{1AD72C}","2020-12-19","5.7981449822873055"
"{1AD72C}","2020-12-20","2.8161657727482274"
"{1AD72C}","2020-12-21","6.390472504839706"
"{1AD72C}","2020-12-22","2.417678373649052"
"{1AD72C}","2020-12-23","3.31181096909269"
"{1AD72C}","2020-12-24","4.733507343230962"
"{1AD72C}","2020-12-25","5.865521223207808"
"{1AD72C}","2020-12-26","1.2379183380761891"
"{1AD72C}","2020-12-27","2.522286558460033"
"{1AD72C}","2020-12-28","1.000050362247394"
"{1AD72C}","2020-12-29","0.6933280617881982"
"{1AD72C}","2020-12-30","0.29719071081449333"
"{1AD72C}","2021-01-03","3.3262722062738805"
"{1AD72C}","2021-01-04","7.4631065793225355"
"{1AD72C}","2021-01-05","3.2455624791971593"
"{1AD72C}","2021-01-06","4.285998514387979"
"{1AD72C}","2021-01-07","2.877448531144951"
"{1AD72C}","2021-01-08","3.6859217939109077"
"{1AD72C}","2021-01-09","4.913307175464624"
"{1AD72C}","2021-01-10","2.7758002360610115"
"{1AD72C}","2021-01-11","2.9401769836188762"
"{1AD72C}","2021-01-12","2.265784835193321"
"{1AD72C}","2021-01-14","1.071338531621012"
"{1AD72C}","2021-01-15","1.9930297278666014"
"{1AD72C}","2021-01-16","2.2744087563215794"
"{1AD72C}","2021-01-17","3.0088626523254764"
"{1AD72C}","2021-01-18","5.645778361217195"
"{1AD72C}","2021-01-19","2.949960757072075"
"{1AD72C}","2021-01-20","4.821113432388735"
"{1AD72C}","2021-01-21","2.969209466629046"
"{1AD72C}","2021-01-22","9.11818815625937"
"{1AD72C}","2021-01-23","6.25965227680914"
"{1AD72C}","2021-01-24","7.586331146657525"
"{1AD72C}","2021-01-25","5.822965452484761"
"{1AD72C}","2021-01-26","2.286134756242947"
"{1AD72C}","2021-01-27","1.1468795984977538"
"{1AD72C}","2021-01-28","0.24053547670005657"
"{1AD72C}","2021-01-29","3.203196160991616"
"{1AD72C}","2021-01-30","4.488138002682659"
"{1AD72C}","2021-01-31","3.678726805298155"
"{1AD72C}","2021-02-01","3.332467474210681"
"{1AD72C}","2021-02-02","3.65646134424328"
"{1AD72C}","2021-02-03","5.106229314053628"
"{1AD72C}","2021-02-04","2.2315679828436608"
"{1AD72C}","2021-02-05","5.477864988811198"
"{1AD72C}","2021-02-06","5.182094079676662"
"{1AD72C}","2021-02-07","4.166293417474766"
"{1AD72C}","2021-02-08","3.703631316854537"
"{1AD72C}","2021-02-09","3.8568882500992454"
"{1AD72C}","2021-02-10","3.0873543379337876"
"{1AD72C}","2021-02-11","3.9268488068970147"
"{1AD72C}","2021-02-12","5.1766412264556605"
"{1AD72C}","2021-02-13","6.364601833181272"
"{1AD72C}","2021-02-14","5.787296338060506"
"{1AD72C}","2021-02-15","3.4116318119725344"
"{1AD72C}","2021-02-16","5.290575683666799"
"{1AD72C}","2021-02-17","4.787065382853902"
"{1AD72C}","2021-02-18","3.8055396848742697"
"{1AD72C}","2021-02-19","7.285433984374306"
"{1AD72C}","2021-02-20","4.786600938238163"
"{1AD72C}","2021-02-21","2.8329951144695076"
"{1AD72C}","2021-02-22","1.9663379769862628"
"{1AD72C}","2021-02-23","4.837071486627828"
"{1AD72C}","2021-02-24","9.760454922722374"
"{1AD72C}","2021-02-25","4.597612846462105"
"{1AD72C}","2021-02-26","5.723795986383464"
"{1AD72C}","2021-02-27","6.31185021477708"
"{1AD72C}","2021-02-28","4.141028618966319"
"{1AD72C}","2021-03-01","5.327980796462352"
"{1AD72C}","2021-03-02","7.660064728341834"
"{1AD72C}","2021-03-03","5.96170849434672"
"{1AD72C}","2021-03-04","4.745597888992006"
"{1AD72C}","2021-03-05","4.982200275710191"
"{1AD72C}","2021-03-06","2.9778971236163576"
"{1AD72C}","2021-03-08","3.0178699930134996"
"{1AD72C}","2021-03-09","4.400374643917384"
"{1AD72C}","2021-03-10","7.101132629213235"
"{1AD72C}","2021-03-11","4.589264131569224"
"{1AD72C}","2021-03-12","4.9812862048932605"
"{1AD72C}","2021-03-13","4.617824437800801"
"{1AD72C}","2021-03-14","3.7679936508196192"
"{1AD72C}","2021-03-15","2.4281041056746853"
"{1AD72C}","2021-03-16","1.2763589441019199"
"{1AD72C}","2021-03-17","4.794693146114817"
"{1AD72C}","2021-03-18","3.037129063499001"
"{1AD72C}","2021-03-19","8.907288805155458"
"{1AD72C}","2021-03-20","5.28016912406461"
"{1AD72C}","2021-03-21","6.111984289637895"
"{1AD72C}","2021-03-22","2.936803473059585"
"{1AD72C}","2021-03-23","4.564483063698835"
"{1AD72C}","2021-03-24","6.480451595107018"
"{1AD72C}","2021-03-25","3.6093146051839664"
"{1AD72C}","2021-03-26","5.265131098549759"
"{1AD72C}","2021-03-27","3.861637878733865"
"{1AD72C}","2021-03-28","3.445184050708151"
"{1AD72C}","2021-03-29","8.17584163858629"
"{1AD72C}","2021-03-30","5.6934236349163045"
"{1AD72C}","2021-03-31","4.278991592347012"
"{1AD72C}","2021-04-01","5.210061836902701"
"{1AD72C}","2021-04-02","9.257576341642272"
"{1AD72C}","2021-04-03","3.254203851341783"
"{1AD72C}","2021-04-04","3.922907195777357"
"{1AD72C}","2021-04-05","4.542614092993862"
"{1AD72C}","2021-04-06","4.2929889970254935"
"{1AD72C}","2021-04-07","5.551859393342204"
"{1AD72C}","2021-04-08","4.876701588560874"
"{1AD72C}","2021-04-09","5.879596432811303"
"{1AD72C}","2021-04-10","6.906299235896248"
"{1AD72C}","2021-04-11","7.30414635289082"
"{1AD72C}","2021-04-12","4.59417652842198"
"{1AD72C}","2021-04-13","7.45283593379742"
"{1AD72C}","2021-04-14","4.339982905773532"
"{1AD72C}","2021-04-15","5.580817364359973"
"{1AD72C}","2021-04-16","4.768968358599353"
"{1AD72C}","2021-04-17","5.279789635129748"
"{1AD72C}","2021-04-18","5.058579667430815"
"{1AD72C}","2021-04-19","5.361500779845112"
"{1AD72C}","2021-04-20","2.3257025293569407"
"{1AD72C}","2021-06-07","2.434889706043118"
"{1AD72C}","2021-06-08","5.848549092793147"
"{1AD72C}","2021-06-09","7.134729411451748"
"{1AD72C}","2021-06-10","8.004761854526972"
"{1AD72C}","2021-06-11","8.042641506286081"
"{1AD72C}","2021-06-12","8.527876584292425"
"{1AD72C}","2021-06-13","4.19405212632232"
"{1AD72C}","2021-06-14","4.559604326015641"
"{1AD72C}","2021-06-15","4.969324066934059"
"{1AD72C}","2021-06-16","5.420179257456479"
"{1AD72C}","2021-06-17","6.526984702857809"
"{1AD72C}","2021-06-18","2.3254066858219655"
"{1AD72C}","2021-06-19","4.107270486212089"
"{1AD72C}","2021-06-20","8.504189084686606"
"{1AD72C}","2021-06-21","3.9545485260320197"
"{1AD72C}","2021-06-22","5.731190639827111"
"{1AD72C}","2021-06-23","5.813624337426759"
"{1AD72C}","2021-06-24","3.4934074200060246"
"{1AD72C}","2021-06-25","2.0134916844706696"
"{1AD72C}","2021-06-29","2.6849177394277755"
"{1AD72C}","2021-06-30","6.096661991502625"
"{1AD72C}","2021-07-01","5.206817413565376"
"{1AD72C}","2021-07-02","2.3386357972306286"
"{1AD72C}","2021-07-03","4.311140462545747"
"{1AD72C}","2021-07-04","5.364227350153009"
"{1AD72C}","2021-07-05","6.436329945008072"
"{1AD72C}","2021-07-06","5.253513920351666"
"{1AD72C}","2021-07-07","4.760180563466515"
"{1AD72C}","2021-07-08","7.219899706211183"
"{1AD72C}","2021-07-09","5.889545481425968"
"{1AD72C}","2021-07-10","6.035984277484458"
"{1AD72C}","2021-07-11","1.446043690082547"
"{1AD72C}","2021-07-12","3.421136752982898"
"{1AD72C}","2021-07-13","3.6099808767492565"
"{1AD72C}","2021-07-14","3.7717700336041102"
"{1AD72C}","2021-07-15","8.529634736890197"
"{1AD72C}","2021-07-16","3.206293308447959"
"{1AD72C}","2021-07-17","7.062307857985917"
"{1AD72C}","2021-07-18","4.4753197846904555"
"{1AD72C}","2021-07-19","6.692730293260799"
"{1AD72C}","2021-07-20","5.3175805186776985"
"{1AD72C}","2021-07-21","6.760219000430684"
"{1AD72C}","2021-07-22","3.6114379458200156"
"{1AD72C}","2021-07-23","6.221971525078605"
"{1AD72C}","2021-07-24","4.2176287328497235"
"{1AD72C}","2021-07-26","5.410635378929091"
"{1AD72C}","2021-07-27","2.3772731038746073"
"{1AD72C}","2021-07-28","1.0693555599812679"
"{1AD757}","2020-06-29","21.581879628110997"
"{1AD757}","2020-07-01","67.81461989894717"
"{1AD757}","2020-07-02","0.07048510806968813"
"{1AD757}","2020-07-03","0.03600595386860681"
"{7F4F9}","2020-05-26","4.057400436289743"
"{7F4F9}","2020-05-27","3.281790672883239"
"{7F4F9}","2020-05-28","2.9664527457079726"
"{7F4F9}","2020-05-29","2.4494002152743968"
"{7F4F9}","2020-05-30","2.606112375182988"
"{7F4F9}","2020-05-31","2.9184858646144005"
"{7F4F9}","2020-06-01","5.695931170842469"
"{7F4F9}","2020-06-02","2.309521386907126"
"{7F4F9}","2020-06-03","1.6461552593183855"
"{7F4F9}","2020-06-04","1.2786863045163686"
"{7F4F9}","2020-06-05","4.614049221191785"
"{7F4F9}","2020-06-06","3.0211070587838353"
"{7F4F9}","2020-06-07","1.1174016775148787"
"{7F4F9}","2020-06-08","2.845840886848419"
"{7F4F9}","2020-06-09","1.9540926794842142"
"{7F4F9}","2020-06-10","1.2655547190658551"
"{7F4F9}","2020-06-11","0.5316200160250389"
"{7F4F9}","2020-06-12","0.15547957874298596"
"{7F4F9}","2020-06-13","3.2207882615389516"
"{7F4F9}","2020-06-14","4.313228718200674"
"{7F4F9}","2020-06-15","4.422502749798677"
"{7F4F9}","2020-06-16","8.278794270473943"
"{7F4F9}","2020-06-17","3.3458405226840946"
"{7F4F9}","2020-06-18","5.935337866736896"
"{7F4F9}","2020-06-19","4.55856384007326"
"{7F4F9}","2020-06-20","3.4078394108292533"
"{7F4F9}","2020-06-21","3.57360030139238"
"{7F4F9}","2020-06-22","3.9642109704553063"
"{7F4F9}","2020-06-23","6.98031021599199"
"{7F4F9}","2020-06-24","4.1899413838004245"
"{7F4F9}","2020-06-25","2.900698122224814"
"{7F4F9}","2020-06-26","4.0157575002412775"
"{7F4F9}","2020-06-27","5.17203373022096"
"{7F4F9}","2020-06-28","5.810745889644068"
"{7F4F9}","2020-06-29","5.046539881211237"
"{7F4F9}","2020-06-30","6.413622713913691"
"{7F4F9}","2020-07-01","7.917192631841375"
"{7F4F9}","2020-07-02","5.18698883597598"
"{7F4F9}","2020-07-03","5.461685311359814"
"{7F4F9}","2020-07-04","5.387444469734137"
"{7F4F9}","2020-07-05","1.830618626552494"
"{7F4F9}","2020-07-06","4.1415911791053555"
"{7F4F9}","2020-07-07","4.138882995837726"
"{7F4F9}","2020-07-08","4.091723208491089"
"{7F4F9}","2020-07-09","5.332729800491854"
"{7F4F9}","2020-07-10","3.9517962775753848"
"{7F4F9}","2020-07-11","5.640557291603133"
"{7F4F9}","2020-07-12","4.880957323990604"
"{7F4F9}","2020-07-13","5.423807881866008"
"{7F4F9}","2020-07-14","5.650672569258882"
"{7F4F9}","2020-07-15","5.153470719770094"
"{7F4F9}","2020-07-16","7.734172828791508"
"{7F4F9}","2020-07-17","4.607153549646491"
"{7F4F9}","2020-07-18","4.423677208814443"
"{7F4F9}","2020-07-19","2.80887089023502"
"{7F4F9}","2020-07-20","4.31214443855701"
"{7F4F9}","2020-07-21","2.766641571504166"
"{7F4F9}","2020-07-22","5.388501729398779"
"{7F4F9}","2020-07-23","5.784516784157877"
"{7F4F9}","2020-07-24","2.8208677628873957"
"{7F4F9}","2020-07-25","0.03829128142363437"
"{7F4F9}","2020-07-27","0.9587007640409952"
"{7F4F9}","2020-07-28","1.7013361718870093"
"{7F4F9}","2020-08-03","2.2454055656979945"
"{7F4F9}","2020-08-04","5.87894276628544"
"{7F4F9}","2020-08-05","6.415590139774019"
"{7F4F9}","2020-08-06","4.025978001102496"
"{7F4F9}","2020-08-07","2.5933619202704907"
"{7F4F9}","2020-08-08","4.248314641327674"
"{7F4F9}","2020-08-09","2.4529512826246713"
"{7F4F9}","2020-08-10","4.405985031292563"
"{7F4F9}","2020-08-11","2.462625639323413"
"{7F4F9}","2020-08-12","4.866757619632913"
"{7F4F9}","2020-08-13","4.6100958993525465"
"{7F4F9}","2020-08-14","4.583757679095401"
"{7F4F9}","2020-08-15","5.284354612883808"
"{7F4F9}","2020-08-16","5.4610698805266065"
"{7F4F9}","2020-08-17","2.4018102616990475"
"{7F4F9}","2020-08-19","2.380802997447571"
"{7F4F9}","2020-08-20","2.309185762697895"
"{7F4F9}","2020-08-21","6.42968812396358"
"{7F4F9}","2020-08-22","3.1200056037582895"
"{7F4F9}","2020-08-23","6.359103279598964"
"{7F4F9}","2020-08-24","3.663594890163315"
"{7F4F9}","2020-08-25","5.622797321366339"
"{7F4F9}","2020-08-26","5.836358520261184"
"{7F4F9}","2020-08-27","3.626551528308543"
"{7F4F9}","2020-08-28","2.1476702537162087"
"{7F4F9}","2020-08-29","2.766410484365112"
"{7F4F9}","2020-08-30","0.7592936206788476"
"{7F4F9}","2020-08-31","1.4980096068285185"
"{7F4F9}","2020-09-01","2.083336836545873"
"{7F4F9}","2020-09-02","1.1087427090986122"
"{7F4F9}","2020-09-03","3.5918508280450467"
"{7F4F9}","2020-09-04","2.6404135095794774"
"{7F4F9}","2020-09-05","2.6905295986274194"
"{7F4F9}","2020-09-06","4.907575571573518"
"{7F4F9}","2020-09-07","2.480693818680546"
"{7F4F9}","2020-09-08","1.329944564629026"
"{7F4F9}","2020-09-09","4.283002343233008"
"{7F4F9}","2020-09-10","2.0352546105461604"
"{7F4F9}","2020-09-11","2.533467758291669"
"{7F4F9}","2020-09-12","0.3157889017456329"
"{7F4F9}","2020-09-14","0.9755745836476108"
"{7F4F9}","2020-09-15","3.070711220525772"
"{7F4F9}","2020-09-16","4.578310503782588"
"{7F4F9}","2020-09-17","6.333839129816206"
"{7F4F9}","2020-09-18","4.018192316692401"
"{7F4F9}","2020-09-19","4.468331245926445"
"{7F4F9}","2020-09-20","4.714874592018787"
"{7F4F9}","2020-09-21","3.135332822788376"
"{7F4F9}","2020-09-22","1.6801367756598589"
"{7F4F9}","2020-09-23","3.8561451112552785"
"{7F4F9}","2020-09-24","5.214272899512868"
"{7F4F9}","2020-09-25","4.101340877899269"
"{7F4F9}","2020-09-26","3.8073185289517233"
"{7F4F9}","2020-09-27","2.867040708053618"
"{7F4F9}","2020-09-28","4.5238731472518054"
"{7F4F9}","2020-09-29","5.704516580720429"
"{7F4F9}","2020-09-30","4.147757515912643"
"{7F4F9}","2020-10-01","6.689967754708504"
"{7F4F9}","2020-10-02","3.3628319931663415"
"{7F4F9}","2020-10-05","3.0833967154432993"
"{7F4F9}","2020-10-06","3.697341254289277"
"{7F4F9}","2020-10-07","5.531812992321995"
"{7F4F9}","2020-10-08","4.734235546548936"
"{7F4F9}","2020-10-09","5.024387054915234"
"{7F4F9}","2020-10-10","4.78737981564985"
"{7F4F9}","2020-10-11","2.6888422940193624"
"{7F4F9}","2020-10-12","7.113709232281607"
"{7F4F9}","2020-10-13","3.5282277455978077"
"{7F4F9}","2020-10-14","4.0730155385855245"
"{7F4F9}","2020-10-15","5.698145236570125"
"{7F4F9}","2020-10-16","5.515397105097256"
"{7F4F9}","2020-10-17","4.5721610625135405"
"{7F4F9}","2020-10-18","3.959488115632131"
"{7F4F9}","2020-10-19","3.35144296565631"
"{7F4F9}","2020-10-20","3.270333223386862"
"{7F4F9}","2020-10-21","3.73623550215266"
"{7F4F9}","2020-10-22","4.903330808675671"
"{7F4F9}","2020-10-23","4.4700121351997"
"{7F4F9}","2020-10-24","4.302284435201893"
"{7F4F9}","2020-10-25","4.485855198660043"
"{7F4F9}","2020-10-26","4.925768053133258"
"{7F4F9}","2020-10-27","4.087083850975084"
"{7F4F9}","2020-10-28","5.044948195261408"
"{7F4F9}","2020-10-29","4.522110852098122"
"{7F4F9}","2020-10-30","5.265228389217972"
"{7F4F9}","2020-10-31","3.2280169283978246"
"{7F4F9}","2020-11-01","4.661192207849007"
"{7F4F9}","2020-11-02","3.9993075530986886"
"{7F4F9}","2020-11-03","6.40455402744449"
"{7F4F9}","2020-11-04","3.487643603994642"
"{7F4F9}","2020-11-05","4.044954799084018"
"{7F4F9}","2020-11-06","5.363728034132944"
"{7F4F9}","2020-11-07","3.462901170211172"
"{7F4F9}","2020-11-08","5.320641752902778"
"{7F4F9}","2020-11-09","4.899780455231186"
"{7F4F9}","2020-11-10","4.706210978647002"
"{7F4F9}","2020-11-11","2.6016930864753625"
"{7F4F9}","2020-11-12","2.6069143123490264"
"{7F4F9}","2020-11-13","5.729863723619481"
"{7F4F9}","2020-11-14","3.749359182979774"
"{7F4F9}","2020-11-15","2.054487699456614"
"{7F4F9}","2020-11-16","0.7012442380936822"
"{7F4F9}","2020-11-17","4.408636970015341"
"{7F4F9}","2020-11-18","3.361959470149457"
"{7F4F9}","2020-11-19","3.597948386140387"
"{7F4F9}","2020-11-20","7.392115181899349"
"{7F4F9}","2020-11-21","3.5154776862148602"
"{7F4F9}","2020-11-22","2.921819980385693"
"{7F4F9}","2020-11-23","4.1111671025481"
"{7F4F9}","2020-11-24","3.370354033259773"
"{7F4F9}","2020-11-25","4.365895586158292"
"{7F4F9}","2020-11-26","3.9834112864334057"
"{7F4F9}","2020-11-27","3.8628471081034137"
"{7F4F9}","2020-11-28","5.2573941284394445"
"{7F4F9}","2020-11-29","5.45720557423626"
"{7F4F9}","2020-11-30","4.292243148391825"
"{7F4F9}","2020-12-01","0.7623963771014034"
"{7F4F9}","2020-12-02","3.900073081513408"
"{7F4F9}","2020-12-03","4.495076475085362"
"{7F4F9}","2020-12-04","3.0263188983820863"
"{7F4F9}","2020-12-05","5.747091267915657"
"{7F4F9}","2020-12-06","4.056100661424406"
"{7F4F9}","2020-12-07","2.962880248936013"
"{7F4F9}","2020-12-08","3.427325644351964"
"{7F4F9}","2020-12-09","4.112925998704198"
"{7F4F9}","2020-12-10","3.5946301661851643"
"{7F4F9}","2020-12-11","3.1401600566949224"
"{7F4F9}","2020-12-12","3.4157382638417038"
"{7F4F9}","2020-12-13","4.749846319409692"
"{7F4F9}","2020-12-14","8.900911443290255"
"{7F4F9}","2020-12-15","4.580106380898088"
"{7F4F9}","2020-12-16","4.6222193680388575"
"{7F4F9}","2020-12-17","4.264711605824774"
"{7F4F9}","2020-12-18","5.656309690263256"
"{7F4F9}","2020-12-19","4.7364658587436566"
"{7F4F9}","2020-12-20","5.9571332030729405"
"{7F4F9}","2020-12-21","5.80179853366589"
"{7F4F9}","2020-12-22","4.986331015696637"
"{7F4F9}","2020-12-23","2.6280750286214065"
